0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,731,3801,1766,0,2277,8737,0,0,8506,1132,0,0,0,0
0,0,0,1018,2.4599e+05,8162,0,2912,28224,0,0,93257,13719,0,0,0,0
0,0,0,1748,7423,46489,0,39663,76427,0,0,10147,1111,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1846,2428,47917,0,64547,48384,0,0,7775,126,0,0,0,0
0,0,0,1031,4577,11663,0,9028,2.7732e+05,0,0,2986,36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3446,31043,5386,0,10290,5540,0,0,1.5723e+05,4282,0,0,0,0
0,0,0,96,17796,463,0,305,149,0,0,15764,12167,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
